"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"78566","Tokelau","2011","Total","Both Sexes","83","Census - de jure - complete tabulation","Final figure, complete","2013","3","95"
"78567","Tokelau","2011","Total","Both Sexes","84","Census - de facto - complete tabulation","Final figure, complete","2016","3",""
"78568","Tokelau","2011","Total","Both Sexes","84","Census - de jure - complete tabulation","Final figure, complete","2013","3","95"
"78569","Tokelau","2011","Total","Both Sexes","85","Census - de facto - complete tabulation","Final figure, complete","2016","2",""
"78570","Tokelau","2011","Total","Both Sexes","85","Census - de jure - complete tabulation","Final figure, complete","2013","2","95"
"78571","Tokelau","2011","Total","Both Sexes","86","Census - de facto - complete tabulation","Final figure, complete","2016","0",""
"78572","Tokelau","2011","Total","Both Sexes","86","Census - de jure - complete tabulation","Final figure, complete","2013","0","95"
"78573","Tokelau","2011","Total","Both Sexes","87","Census - de facto - complete tabulation","Final figure, complete","2016","1",""
"78574","Tokelau","2011","Total","Both Sexes","87","Census - de jure - complete tabulation","Final figure, complete","2013","1","95"
"78575","Tokelau","2011","Total","Both Sexes","88","Census - de facto - complete tabulation","Final figure, complete","2016","0",""
"78576","Tokelau","2011","Total","Both Sexes","88","Census - de jure - complete tabulation","Final figure, complete","2013","0","95"
"78577","Tokelau","2011","Total","Both Sexes","89","Census - de facto - complete tabulation","Final figure, complete","2016","0",""
"78578","Tokelau","2011","Total","Both Sexes","89","Census - de jure - complete tabulation","Final figure, complete","2013","0","95"
"78579","Tokelau","2011","Total","Both Sexes","90","Census - de facto - complete tabulation","Final figure, complete","2016","1",""
"78580","Tokelau","2011","Total","Both Sexes","90","Census - de jure - complete tabulation","Final figure, complete","2013","1","95"
"78581","Tokelau","2011","Total","Both Sexes","91","Census - de facto - complete tabulation","Final figure, complete","2016","1",""
"78582","Tokelau","2011","Total","Both Sexes","91","Census - de jure - complete tabulation","Final figure, complete","2013","1","95"
"161168","Tonga","2016","Total","Both Sexes","0","Census - de jure - complete tabulation","Final figure, complete","2018","2279",""
"161170","Tonga","2016","Total","Both Sexes","1","Census - de jure - complete tabulation","Final figure, complete","2018","2556",""
"161171","Tonga","2016","Total","Both Sexes","2","Census - de jure - complete tabulation","Final figure, complete","2018","2589",""
"161172","Tonga","2016","Total","Both Sexes","3","Census - de jure - complete tabulation","Final figure, complete","2018","2556",""
"161173","Tonga","2016","Total","Both Sexes","4","Census - de jure - complete tabulation","Final figure, complete","2018","2519",""
"161174","Tonga","2016","Total","Both Sexes","5","Census - de jure - complete tabulation","Final figure, complete","2018","2468",""
"161176","Tonga","2016","Total","Both Sexes","6","Census - de jure - complete tabulation","Final figure, complete","2018","2711",""
"161177","Tonga","2016","Total","Both Sexes","7","Census - de jure - complete tabulation","Final figure, complete","2018","2319",""
"161178","Tonga","2016","Total","Both Sexes","8","Census - de jure - complete tabulation","Final figure, complete","2018","2336",""
"161179","Tonga","2016","Total","Both Sexes","9","Census - de jure - complete tabulation","Final figure, complete","2018","2319",""
"161180","Tonga","2016","Total","Both Sexes","10","Census - de jure - complete tabulation","Final figure, complete","2018","2443",""
"161182","Tonga","2016","Total","Both Sexes","11","Census - de jure - complete tabulation","Final figure, complete","2018","2384",""
"161183","Tonga","2016","Total","Both Sexes","12","Census - de jure - complete tabulation","Final figure, complete","2018","2382",""
"161184","Tonga","2016","Total","Both Sexes","13","Census - de jure - complete tabulation","Final figure, complete","2018","2374",""
"161185","Tonga","2016","Total","Both Sexes","14","Census - de jure - complete tabulation","Final figure, complete","2018","2299",""
"161186","Tonga","2016","Total","Both Sexes","15","Census - de jure - complete tabulation","Final figure, complete","2018","2228",""
"161188","Tonga","2016","Total","Both Sexes","16","Census - de jure - complete tabulation","Final figure, complete","2018","2367",""
"161189","Tonga","2016","Total","Both Sexes","17","Census - de jure - complete tabulation","Final figure, complete","2018","2078",""
"161190","Tonga","2016","Total","Both Sexes","18","Census - de jure - complete tabulation","Final figure, complete","2018","2011",""
"161191","Tonga","2016","Total","Both Sexes","19","Census - de jure - complete tabulation","Final figure, complete","2018","1818",""
"161192","Tonga","2016","Total","Both Sexes","20","Census - de jure - complete tabulation","Final figure, complete","2018","1735",""
"161194","Tonga","2016","Total","Both Sexes","21","Census - de jure - complete tabulation","Final figure, complete","2018","1765",""
"161195","Tonga","2016","Total","Both Sexes","22","Census - de jure - complete tabulation","Final figure, complete","2018","1613",""
"161196","Tonga","2016","Total","Both Sexes","23","Census - de jure - complete tabulation","Final figure, complete","2018","1612",""
"161197","Tonga","2016","Total","Both Sexes","24","Census - de jure - complete tabulation","Final figure, complete","2018","1509",""
"161198","Tonga","2016","Total","Both Sexes","25","Census - de jure - complete tabulation","Final figure, complete","2018","1384",""
"161200","Tonga","2016","Total","Both Sexes","26","Census - de jure - complete tabulation","Final figure, complete","2018","1461",""
"161201","Tonga","2016","Total","Both Sexes","27","Census - de jure - complete tabulation","Final figure, complete","2018","1261",""
"161202","Tonga","2016","Total","Both Sexes","28","Census - de jure - complete tabulation","Final figure, complete","2018","1292",""
"161203","Tonga","2016","Total","Both Sexes","29","Census - de jure - complete tabulation","Final figure, complete","2018","1231",""
"161204","Tonga","2016","Total","Both Sexes","30","Census - de jure - complete tabulation","Final figure, complete","2018","1395",""
"161206","Tonga","2016","Total","Both Sexes","31","Census - de jure - complete tabulation","Final figure, complete","2018","1308",""
"161207","Tonga","2016","Total","Both Sexes","32","Census - de jure - complete tabulation","Final figure, complete","2018","1287",""
"161208","Tonga","2016","Total","Both Sexes","33","Census - de jure - complete tabulation","Final figure, complete","2018","1322",""
"161209","Tonga","2016","Total","Both Sexes","34","Census - de jure - complete tabulation","Final figure, complete","2018","1209",""
"161210","Tonga","2016","Total","Both Sexes","35","Census - de jure - complete tabulation","Final figure, complete","2018","1127",""
"161212","Tonga","2016","Total","Both Sexes","36","Census - de jure - complete tabulation","Final figure, complete","2018","1218",""
"161213","Tonga","2016","Total","Both Sexes","37","Census - de jure - complete tabulation","Final figure, complete","2018","1138",""
"161214","Tonga","2016","Total","Both Sexes","38","Census - de jure - complete tabulation","Final figure, complete","2018","1121",""
"161215","Tonga","2016","Total","Both Sexes","39","Census - de jure - complete tabulation","Final figure, complete","2018","1041",""
"161216","Tonga","2016","Total","Both Sexes","40","Census - de jure - complete tabulation","Final figure, complete","2018","1078",""
"161218","Tonga","2016","Total","Both Sexes","41","Census - de jure - complete tabulation","Final figure, complete","2018","1031",""
"161219","Tonga","2016","Total","Both Sexes","42","Census - de jure - complete tabulation","Final figure, complete","2018","1029",""
"161220","Tonga","2016","Total","Both Sexes","43","Census - de jure - complete tabulation","Final figure, complete","2018","1048",""
"161221","Tonga","2016","Total","Both Sexes","44","Census - de jure - complete tabulation","Final figure, complete","2018","1003",""
"161222","Tonga","2016","Total","Both Sexes","45","Census - de jure - complete tabulation","Final figure, complete","2018","1039",""
"161224","Tonga","2016","Total","Both Sexes","46","Census - de jure - complete tabulation","Final figure, complete","2018","1130",""
"161225","Tonga","2016","Total","Both Sexes","47","Census - de jure - complete tabulation","Final figure, complete","2018","1048",""
"161226","Tonga","2016","Total","Both Sexes","48","Census - de jure - complete tabulation","Final figure, complete","2018","1054",""
"161227","Tonga","2016","Total","Both Sexes","49","Census - de jure - complete tabulation","Final figure, complete","2018","910",""
"161228","Tonga","2016","Total","Both Sexes","50","Census - de jure - complete tabulation","Final figure, complete","2018","999",""
"161230","Tonga","2016","Total","Both Sexes","51","Census - de jure - complete tabulation","Final figure, complete","2018","897",""
"161231","Tonga","2016","Total","Both Sexes","52","Census - de jure - complete tabulation","Final figure, complete","2018","778",""
"161232","Tonga","2016","Total","Both Sexes","53","Census - de jure - complete tabulation","Final figure, complete","2018","728",""
"161233","Tonga","2016","Total","Both Sexes","54","Census - de jure - complete tabulation","Final figure, complete","2018","748",""
"161234","Tonga","2016","Total","Both Sexes","55","Census - de jure - complete tabulation","Final figure, complete","2018","653",""
"161236","Tonga","2016","Total","Both Sexes","56","Census - de jure - complete tabulation","Final figure, complete","2018","763",""
"161237","Tonga","2016","Total","Both Sexes","57","Census - de jure - complete tabulation","Final figure, complete","2018","644",""
"161238","Tonga","2016","Total","Both Sexes","58","Census - de jure - complete tabulation","Final figure, complete","2018","621",""
"161239","Tonga","2016","Total","Both Sexes","59","Census - de jure - complete tabulation","Final figure, complete","2018","573",""
"161240","Tonga","2016","Total","Both Sexes","60","Census - de jure - complete tabulation","Final figure, complete","2018","561",""
"161242","Tonga","2016","Total","Both Sexes","61","Census - de jure - complete tabulation","Final figure, complete","2018","559",""
"161243","Tonga","2016","Total","Both Sexes","62","Census - de jure - complete tabulation","Final figure, complete","2018","549",""
"161244","Tonga","2016","Total","Both Sexes","63","Census - de jure - complete tabulation","Final figure, complete","2018","530",""
"161245","Tonga","2016","Total","Both Sexes","64","Census - de jure - complete tabulation","Final figure, complete","2018","497",""
"161246","Tonga","2016","Total","Both Sexes","65","Census - de jure - complete tabulation","Final figure, complete","2018","433",""
"161248","Tonga","2016","Total","Both Sexes","66","Census - de jure - complete tabulation","Final figure, complete","2018","439",""
"161249","Tonga","2016","Total","Both Sexes","67","Census - de jure - complete tabulation","Final figure, complete","2018","359",""
"161250","Tonga","2016","Total","Both Sexes","68","Census - de jure - complete tabulation","Final figure, complete","2018","398",""
"161251","Tonga","2016","Total","Both Sexes","69","Census - de jure - complete tabulation","Final figure, complete","2018","401",""
"161252","Tonga","2016","Total","Both Sexes","70","Census - de jure - complete tabulation","Final figure, complete","2018","406",""
"161254","Tonga","2016","Total","Both Sexes","71","Census - de jure - complete tabulation","Final figure, complete","2018","385",""
"161255","Tonga","2016","Total","Both Sexes","72","Census - de jure - complete tabulation","Final figure, complete","2018","245",""
"161256","Tonga","2016","Total","Both Sexes","73","Census - de jure - complete tabulation","Final figure, complete","2018","281",""
"161257","Tonga","2016","Total","Both Sexes","74","Census - de jure - complete tabulation","Final figure, complete","2018","284",""
"161258","Tonga","2016","Total","Both Sexes","75","Census - de jure - complete tabulation","Final figure, complete","2018","275",""
"161260","Tonga","2016","Total","Both Sexes","76","Census - de jure - complete tabulation","Final figure, complete","2018","309",""
"161261","Tonga","2016","Total","Both Sexes","77","Census - de jure - complete tabulation","Final figure, complete","2018","239",""
"161262","Tonga","2016","Total","Both Sexes","78","Census - de jure - complete tabulation","Final figure, complete","2018","226",""
"161263","Tonga","2016","Total","Both Sexes","79","Census - de jure - complete tabulation","Final figure, complete","2018","201",""
"161264","Tonga","2016","Total","Both Sexes","80","Census - de jure - complete tabulation","Final figure, complete","2018","204",""
"161266","Tonga","2016","Total","Both Sexes","81","Census - de jure - complete tabulation","Final figure, complete","2018","145",""
"161267","Tonga","2016","Total","Both Sexes","82","Census - de jure - complete tabulation","Final figure, complete","2018","142",""
"161268","Tonga","2016","Total","Both Sexes","83","Census - de jure - complete tabulation","Final figure, complete","2018","99",""
"161269","Tonga","2016","Total","Both Sexes","84","Census - de jure - complete tabulation","Final figure, complete","2018","135",""
"161270","Tonga","2016","Total","Both Sexes","85","Census - de jure - complete tabulation","Final figure, complete","2018","117",""
"161272","Tonga","2016","Total","Both Sexes","86","Census - de jure - complete tabulation","Final figure, complete","2018","80",""
"161273","Tonga","2016","Total","Both Sexes","87","Census - de jure - complete tabulation","Final figure, complete","2018","69",""
"161274","Tonga","2016","Total","Both Sexes","88","Census - de jure - complete tabulation","Final figure, complete","2018","45",""
"161275","Tonga","2016","Total","Both Sexes","89","Census - de jure - complete tabulation","Final figure, complete","2018","47",""
"161276","Tonga","2016","Total","Both Sexes","90","Census - de jure - complete tabulation","Final figure, complete","2018","32",""
"161278","Tonga","2016","Total","Both Sexes","91","Census - de jure - complete tabulation","Final figure, complete","2018","21",""
"161279","Tonga","2016","Total","Both Sexes","92","Census - de jure - complete tabulation","Final figure, complete","2018","25",""
"161280","Tonga","2016","Total","Both Sexes","93","Census - de jure - complete tabulation","Final figure, complete","2018","12",""
"161281","Tonga","2016","Total","Both Sexes","94","Census - de jure - complete tabulation","Final figure, complete","2018","9",""
"161298","Trinidad and Tobago","2017","Total","Both Sexes","0","Estimate - de facto","Final figure, complete","2018","17131","3"
"78780","Turkey","2012","Total","Both Sexes","0","Estimate - de facto","Final figure, complete","2013","1199628.5",""
"78782","Turkey","2012","Total","Both Sexes","1","Estimate - de facto","Final figure, complete","2013","1224371.5",""
"78784","Turkey","2012","Total","Both Sexes","2","Estimate - de facto","Final figure, complete","2013","1239681",""
"78785","Turkey","2012","Total","Both Sexes","3","Estimate - de facto","Final figure, complete","2013","1255314",""
"78786","Turkey","2012","Total","Both Sexes","4","Estimate - de facto","Final figure, complete","2013","1280395.5",""
"78787","Turkey","2012","Total","Both Sexes","5","Estimate - de facto","Final figure, complete","2013","1263654.5",""
"78789","Turkey","2012","Total","Both Sexes","6","Estimate - de facto","Final figure, complete","2013","1237487",""
"78790","Turkey","2012","Total","Both Sexes","7","Estimate - de facto","Final figure, complete","2013","1218531",""
"78791","Turkey","2012","Total","Both Sexes","8","Estimate - de facto","Final figure, complete","2013","1200064.5",""
"78792","Turkey","2012","Total","Both Sexes","9","Estimate - de facto","Final figure, complete","2013","1201818",""
"78793","Turkey","2012","Total","Both Sexes","10","Estimate - de facto","Final figure, complete","2013","1256861",""
"78795","Turkey","2012","Total","Both Sexes","11","Estimate - de facto","Final figure, complete","2013","1309082.5",""
"78796","Turkey","2012","Total","Both Sexes","12","Estimate - de facto","Final figure, complete","2013","1329573.5",""
"78797","Turkey","2012","Total","Both Sexes","13","Estimate - de facto","Final figure, complete","2013","1333667",""
"78798","Turkey","2012","Total","Both Sexes","14","Estimate - de facto","Final figure, complete","2013","1321747.5",""
"78799","Turkey","2012","Total","Both Sexes","15","Estimate - de facto","Final figure, complete","2013","1291393",""
"78801","Turkey","2012","Total","Both Sexes","16","Estimate - de facto","Final figure, complete","2013","1260124.5",""
"78802","Turkey","2012","Total","Both Sexes","17","Estimate - de facto","Final figure, complete","2013","1277334",""
"78803","Turkey","2012","Total","Both Sexes","18","Estimate - de facto","Final figure, complete","2013","1285208",""
"78804","Turkey","2012","Total","Both Sexes","19","Estimate - de facto","Final figure, complete","2013","1247508",""
"78805","Turkey","2012","Total","Both Sexes","20","Estimate - de facto","Final figure, complete","2013","1224332",""
"78807","Turkey","2012","Total","Both Sexes","21","Estimate - de facto","Final figure, complete","2013","1227453.5",""
"78808","Turkey","2012","Total","Both Sexes","22","Estimate - de facto","Final figure, complete","2013","1244126.5",""
"78809","Turkey","2012","Total","Both Sexes","23","Estimate - de facto","Final figure, complete","2013","1256246.5",""
"78810","Turkey","2012","Total","Both Sexes","24","Estimate - de facto","Final figure, complete","2013","1253181.5",""
"78811","Turkey","2012","Total","Both Sexes","25","Estimate - de facto","Final figure, complete","2013","1257317.5",""
"78813","Turkey","2012","Total","Both Sexes","26","Estimate - de facto","Final figure, complete","2013","1258554.5",""
"78814","Turkey","2012","Total","Both Sexes","27","Estimate - de facto","Final figure, complete","2013","1258499.5",""
"78815","Turkey","2012","Total","Both Sexes","28","Estimate - de facto","Final figure, complete","2013","1255154.5",""
"78816","Turkey","2012","Total","Both Sexes","29","Estimate - de facto","Final figure, complete","2013","1258929.5",""
"78817","Turkey","2012","Total","Both Sexes","30","Estimate - de facto","Final figure, complete","2013","1332751.5",""
"78819","Turkey","2012","Total","Both Sexes","31","Estimate - de facto","Final figure, complete","2013","1368687.5",""
"78820","Turkey","2012","Total","Both Sexes","32","Estimate - de facto","Final figure, complete","2013","1317827",""
"78821","Turkey","2012","Total","Both Sexes","33","Estimate - de facto","Final figure, complete","2013","1271165",""
"78822","Turkey","2012","Total","Both Sexes","34","Estimate - de facto","Final figure, complete","2013","1229849.5",""
"78823","Turkey","2012","Total","Both Sexes","35","Estimate - de facto","Final figure, complete","2013","1163515",""
"78825","Turkey","2012","Total","Both Sexes","36","Estimate - de facto","Final figure, complete","2013","1084956",""
"78826","Turkey","2012","Total","Both Sexes","37","Estimate - de facto","Final figure, complete","2013","1123793.5",""
"78827","Turkey","2012","Total","Both Sexes","38","Estimate - de facto","Final figure, complete","2013","1177045",""
"78828","Turkey","2012","Total","Both Sexes","39","Estimate - de facto","Final figure, complete","2013","1132650",""
"78829","Turkey","2012","Total","Both Sexes","40","Estimate - de facto","Final figure, complete","2013","1073366.5",""
"78831","Turkey","2012","Total","Both Sexes","41","Estimate - de facto","Final figure, complete","2013","1030058",""
"78832","Turkey","2012","Total","Both Sexes","42","Estimate - de facto","Final figure, complete","2013","1003290.5",""
"78833","Turkey","2012","Total","Both Sexes","43","Estimate - de facto","Final figure, complete","2013","953125.5",""
"78834","Turkey","2012","Total","Both Sexes","44","Estimate - de facto","Final figure, complete","2013","857576.5",""
"78835","Turkey","2012","Total","Both Sexes","45","Estimate - de facto","Final figure, complete","2013","833388.5",""
"78837","Turkey","2012","Total","Both Sexes","46","Estimate - de facto","Final figure, complete","2013","985099.5",""
"78838","Turkey","2012","Total","Both Sexes","47","Estimate - de facto","Final figure, complete","2013","1069336",""
"78839","Turkey","2012","Total","Both Sexes","48","Estimate - de facto","Final figure, complete","2013","967455",""
"78840","Turkey","2012","Total","Both Sexes","49","Estimate - de facto","Final figure, complete","2013","887473.5",""
"78841","Turkey","2012","Total","Both Sexes","50","Estimate - de facto","Final figure, complete","2013","824495.5",""
"78843","Turkey","2012","Total","Both Sexes","51","Estimate - de facto","Final figure, complete","2013","825787.5",""
"78844","Turkey","2012","Total","Both Sexes","52","Estimate - de facto","Final figure, complete","2013","852552.5",""
"78845","Turkey","2012","Total","Both Sexes","53","Estimate - de facto","Final figure, complete","2013","759348",""
"78846","Turkey","2012","Total","Both Sexes","54","Estimate - de facto","Final figure, complete","2013","653633.5",""
"78847","Turkey","2012","Total","Both Sexes","55","Estimate - de facto","Final figure, complete","2013","650779.5",""
"78849","Turkey","2012","Total","Both Sexes","56","Estimate - de facto","Final figure, complete","2013","780694.5",""
"78850","Turkey","2012","Total","Both Sexes","57","Estimate - de facto","Final figure, complete","2013","797214",""
"78851","Turkey","2012","Total","Both Sexes","58","Estimate - de facto","Final figure, complete","2013","654793.5",""
"78852","Turkey","2012","Total","Both Sexes","59","Estimate - de facto","Final figure, complete","2013","583017",""
"78853","Turkey","2012","Total","Both Sexes","60","Estimate - de facto","Final figure, complete","2013","520371",""
"78855","Turkey","2012","Total","Both Sexes","61","Estimate - de facto","Final figure, complete","2013","519330.5",""
"78856","Turkey","2012","Total","Both Sexes","62","Estimate - de facto","Final figure, complete","2013","579297",""
"78857","Turkey","2012","Total","Both Sexes","63","Estimate - de facto","Final figure, complete","2013","537364.5",""
"78858","Turkey","2012","Total","Both Sexes","64","Estimate - de facto","Final figure, complete","2013","461139.5",""
"78859","Turkey","2012","Total","Both Sexes","65","Estimate - de facto","Final figure, complete","2013","408169",""
"78861","Turkey","2012","Total","Both Sexes","66","Estimate - de facto","Final figure, complete","2013","400022",""
"78862","Turkey","2012","Total","Both Sexes","67","Estimate - de facto","Final figure, complete","2013","399137",""
"78863","Turkey","2012","Total","Both Sexes","68","Estimate - de facto","Final figure, complete","2013","352902.5",""
"78864","Turkey","2012","Total","Both Sexes","69","Estimate - de facto","Final figure, complete","2013","338050",""
"78865","Turkey","2012","Total","Both Sexes","70","Estimate - de facto","Final figure, complete","2013","317107.5",""
"78867","Turkey","2012","Total","Both Sexes","71","Estimate - de facto","Final figure, complete","2013","302875.5",""
"78868","Turkey","2012","Total","Both Sexes","72","Estimate - de facto","Final figure, complete","2013","303451",""
"78869","Turkey","2012","Total","Both Sexes","73","Estimate - de facto","Final figure, complete","2013","286053",""
"78870","Turkey","2012","Total","Both Sexes","74","Estimate - de facto","Final figure, complete","2013","266260",""
"78871","Turkey","2012","Total","Both Sexes","75","Estimate - de facto","Final figure, complete","2013","235889.5",""
"78873","Turkey","2012","Total","Both Sexes","76","Estimate - de facto","Final figure, complete","2013","202881.5",""
"78874","Turkey","2012","Total","Both Sexes","77","Estimate - de facto","Final figure, complete","2013","199819.5",""
"78875","Turkey","2012","Total","Both Sexes","78","Estimate - de facto","Final figure, complete","2013","236133",""
"78876","Turkey","2012","Total","Both Sexes","79","Estimate - de facto","Final figure, complete","2013","235494.5",""
"78877","Turkey","2012","Total","Both Sexes","80","Estimate - de facto","Final figure, complete","2013","187919.5",""
"78879","Turkey","2012","Total","Both Sexes","81","Estimate - de facto","Final figure, complete","2013","160657.5",""
"78880","Turkey","2012","Total","Both Sexes","82","Estimate - de facto","Final figure, complete","2013","143320.5",""
"78881","Turkey","2012","Total","Both Sexes","83","Estimate - de facto","Final figure, complete","2013","120499",""
"78882","Turkey","2012","Total","Both Sexes","84","Estimate - de facto","Final figure, complete","2013","104856.5",""
"78883","Turkey","2012","Total","Both Sexes","85","Estimate - de facto","Final figure, complete","2013","92288",""
"78885","Turkey","2012","Total","Both Sexes","86","Estimate - de facto","Final figure, complete","2013","74579",""
"78886","Turkey","2012","Total","Both Sexes","87","Estimate - de facto","Final figure, complete","2013","58651",""
"78887","Turkey","2012","Total","Both Sexes","88","Estimate - de facto","Final figure, complete","2013","43819",""
"78888","Turkey","2012","Total","Both Sexes","89","Estimate - de facto","Final figure, complete","2013","30955",""
"161525","Ukraine","2018","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2018","361789","77"
"161527","Ukraine","2018","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2018","394316","77"
"161529","Ukraine","2018","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2018","408532","77"
"161530","Ukraine","2018","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2018","462137","77"
"161531","Ukraine","2018","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2018","471199","77"
"161532","Ukraine","2018","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2018","487123","77"
"161534","Ukraine","2018","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2018","470302","77"
"161535","Ukraine","2018","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2018","465514","77"
"161536","Ukraine","2018","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2018","479558","77"
"161537","Ukraine","2018","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2018","477474","77"
"161538","Ukraine","2018","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2018","441059","77"
"161540","Ukraine","2018","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2018","430887","77"
"161541","Ukraine","2018","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2018","398720","77"
"161542","Ukraine","2018","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2018","399954","77"
"161543","Ukraine","2018","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2018","381926","77"
"161544","Ukraine","2018","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2018","365209","77"
"161546","Ukraine","2018","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2018","351393","77"
"161547","Ukraine","2018","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2018","362205","77"
"161548","Ukraine","2018","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2018","368336","77"
"161549","Ukraine","2018","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2018","393500","77"
"161550","Ukraine","2018","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2018","411514","77"
"161552","Ukraine","2018","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2018","445723","77"
"161553","Ukraine","2018","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2018","464281","77"
"161554","Ukraine","2018","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2018","482355","77"
"161555","Ukraine","2018","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2018","509637","77"
"161556","Ukraine","2018","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2018","546341","77"
"161558","Ukraine","2018","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2018","582797","77"
"161559","Ukraine","2018","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2018","611096","77"
"161560","Ukraine","2018","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2018","638355","77"
"161561","Ukraine","2018","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2018","677361","77"
"161562","Ukraine","2018","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2018","698733","77"
"161564","Ukraine","2018","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2018","741196","77"
"161565","Ukraine","2018","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2018","718508","77"
"161566","Ukraine","2018","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2018","734367","77"
"161567","Ukraine","2018","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2018","743118","77"
"161568","Ukraine","2018","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2018","675531","77"
"161570","Ukraine","2018","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2018","653759","77"
"161571","Ukraine","2018","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2018","667400","77"
"161572","Ukraine","2018","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2018","628973","77"
"161573","Ukraine","2018","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2018","623854","77"
"161574","Ukraine","2018","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2018","602372","77"
"161576","Ukraine","2018","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2018","634056","77"
"161577","Ukraine","2018","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2018","620601","77"
"161578","Ukraine","2018","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2018","602877","77"
"161579","Ukraine","2018","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2018","587140","77"
"161580","Ukraine","2018","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2018","604581","77"
"161582","Ukraine","2018","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2018","598111","77"
"161583","Ukraine","2018","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2018","591828","77"
"161584","Ukraine","2018","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2018","543027","77"
"161585","Ukraine","2018","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2018","549883","77"
"161586","Ukraine","2018","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2018","540919","77"
"161588","Ukraine","2018","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2018","555788","77"
"161589","Ukraine","2018","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2018","548667","77"
"161590","Ukraine","2018","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2018","571144","77"
"161591","Ukraine","2018","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2018","607217","77"
"161592","Ukraine","2018","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2018","618382","77"
"161594","Ukraine","2018","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2018","639060","77"
"161595","Ukraine","2018","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2018","658082","77"
"161596","Ukraine","2018","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2018","623390","77"
"161597","Ukraine","2018","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2018","613864","77"
"161598","Ukraine","2018","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2018","582590","77"
"161600","Ukraine","2018","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2018","574648","77"
"161601","Ukraine","2018","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2018","530112","77"
"161602","Ukraine","2018","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2018","539149","77"
"161603","Ukraine","2018","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2018","485976","77"
